366225951,106.7368656,10.6277126,3
366225970,106.7358981,10.6320189,4
366226728,106.7377043,10.6239434,3
366226758,106.7415048,10.603076,4
366226798,106.740199,10.6090025,3
366229103,106.7323774,10.6438841,3
366229107,106.734385,10.6445295,4
366229111,106.7362049,10.6457173,4
366234874,106.7495826,10.6349777,3
366237943,106.7400747,10.6458234,3
366240490,106.7529117,10.6367653,3
366246983,106.7353152,10.6344932,3
366256866,106.7381591,10.6328361,3
366367242,106.7371895,10.7093371,3
366367285,106.7212002,10.8049894,3
366367367,106.7324492,10.8139013,1
366368084,106.7137062,10.743485,4
366368194,106.7095438,10.7902412,3
366368293,106.7307964,10.6488561,3
366368626,106.7118758,10.7429531,3
366368861,106.7290197,10.8081057,4
366369015,106.7332519,10.7916014,3
366369081,106.724416,10.8120658,3
366369352,106.70795,10.75623,1
366369379,106.8652061,10.825602,3
366369406,106.704976,10.6769783,5
366369725,106.7306955,10.7935921,3
366370455,106.7158605,10.7478627,3
366370535,106.7181837,10.7568212,3
366370580,106.8602909,10.8079821,4
366370619,106.713704,10.7424897,4
366370764,106.7071505,10.7474712,4
366370771,106.6980079,10.6732808,3
366370857,106.7608464,10.8224515,4
366370895,106.7502282,10.8051544,3
366370992,106.7101299,10.7475005,3
366371081,106.7638553,10.7831326,3
366371143,106.7349083,10.7949188,3
366371400,106.8586173,10.8030194,3
366371813,106.720127,10.738149,3
366371878,106.8641817,10.8092759,3
366371894,106.7370966,10.8041878,3
366371975,106.6917263,10.8086903,3
366371988,106.7416996,10.8303943,3
366372153,106.7087421,10.7438978,3
366372192,106.8257217,10.8071227,3
366372316,106.7638643,10.7869319,3
366372456,106.7209953,10.7999018,3
366372469,106.7254587,10.8119038,3
366372608,106.7342918,10.6763455,4
366373365,106.7712947,10.819052,4
366373684,106.730999,10.7954565,3
366373721,106.7319441,10.6404632,3
366374189,106.7252907,10.8124174,3
366374203,106.7353049,10.7486256,4
366374711,106.7059856,10.7459596,3
366374786,106.6982258,10.7957507,3
366375244,106.8224807,10.7886718,3
366375264,106.7158727,10.7434935,4
366375698,106.705995,10.747456,4
366375866,106.7297195,10.6521106,3
366376129,106.7163669,10.8076276,4
366376331,106.7741968,10.7881926,3
366376465,106.7101547,10.7434478,4
366376490,106.7066716,10.7382629,4
366376560,106.7312019,10.8060519,4
366376581,106.7065176,10.6885998,3
366376755,106.7117395,10.7434605,3
366376779,106.7081199,10.7403693,4
366376836,106.7112038,10.7449735,3
366377079,106.7645969,10.779405,3
366377224,106.7107835,10.7973815,3
366377317,106.7101462,10.7459805,3
366377433,106.7158742,10.742486,4
366377501,106.7197241,10.8028659,3
366377507,106.7070765,10.8146543,3
366377627,106.7663012,10.6735984,3
366377937,106.7269919,10.6607457,4
366378008,106.7263224,10.8141687,4
366378037,106.7386876,10.7466913,3
366378280,106.7327934,10.7283388,3
366378327,106.7158634,10.7475261,4
366378475,106.6995883,10.7543181,3
366378548,106.711204,10.744375,3
366378617,106.690457,10.6588721,3
366378712,106.706785,10.7283498,4
366378835,106.7301744,10.8056696,3
366379116,106.7067721,10.6891347,1
366379201,106.7346394,10.7935659,3
366379323,106.7688637,10.7800344,3
366379426,106.723685,10.818692,3
366379430,106.7676993,10.7773722,3
366379583,106.8600123,10.8103877,3
366379768,106.7057297,10.8050721,1
366379775,106.7070858,10.7409977,3
366379836,106.7269052,10.6610149,3
366379840,106.7342276,10.7291955,3
366379871,106.8585937,10.8007834,3
366379978,106.8612445,10.810045,3
366380252,106.706278,10.7356803,1
366380695,106.7163917,10.8032249,3
366380708,106.7091793,10.7555081,3
366381001,106.7018856,10.7619609,4
366381031,106.7141784,10.7265886,4
366381336,106.7111156,10.7986147,4
366381388,106.7103684,10.796315,3
366381483,106.7678413,10.78373,3
366381624,106.7152825,10.8034106,4
366381772,106.7113847,10.7398682,3
366381855,106.778895,10.8020196,4
366382203,106.6986141,10.7517206,3
366382267,106.6975521,10.6692061,3
366382455,106.7182744,10.8111817,3
366382472,106.7225025,10.8032016,3
366382945,106.7028068,10.8065608,1
366383148,106.6972653,10.8007086,4
366383160,106.7384723,10.7141032,3
366383255,106.7172775,10.748728,3
366383352,106.7308122,10.7844211,2
